aia_filenames,aia_iso_dates,aia_wavelengths,eve_indices,eve_dates,time_delta
aia_lev1_171a_2012_12_25t00_00_11_34z_image_lev1.fits,2012-12-25 00:00:11+00:00,171a,1393560,2012-12-25 00:00:07+00:00,0 days 00:00:04
aia_lev1_304a_2012_03_20t00_00_08_13z_image_lev1.fits,2012-03-20 00:00:08+00:00,304a,992160,2012-03-20 00:00:00+00:00,0 days 00:00:08
aia_lev1_304a_2012_08_25t00_00_07_14z_image_lev1.fits,2012-08-25 00:00:07+00:00,304a,1218180,2012-08-25 00:00:05+00:00,0 days 00:00:02
aia_lev1_193a_2012_09_17t00_00_06_84z_image_lev1.fits,2012-09-17 00:00:06+00:00,193a,1251300,2012-09-17 00:00:11+00:00,0 days 00:00:05
aia_lev1_171a_2011_01_11t00_00_00_34z_image_lev1.fits,2011-01-11 00:00:00+00:00,171a,367200,2011-01-11 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2012_05_06t00_00_07_84z_image_lev1.fits,2012-05-06 00:00:07+00:00,193a,1059840,2012-05-06 00:00:10+00:00,0 days 00:00:03
aia_lev1_171a_2012_04_04t00_00_00_35z_image_lev1.fits,2012-04-04 00:00:00+00:00,171a,1013760,2012-04-04 00:00:12+00:00,0 days 00:00:12
aia_lev1_211a_2011_04_24t00_00_00_62z_image_lev1.fits,2011-04-24 00:00:00+00:00,211a,515520,2011-04-24 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2012_04_17t00_00_00_34z_image_lev1.fits,2012-04-17 00:00:00+00:00,171a,1032480,2012-04-17 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2011_01_22t00_00_07_84z_image_lev1.fits,2011-01-22 00:00:07+00:00,193a,383040,2011-01-22 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_03_10t00_00_07_84z_image_lev1.fits,2012-03-10 00:00:07+00:00,193a,977760,2012-03-10 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2012_07_15t00_00_07_12z_image_lev1.fits,2012-07-15 00:00:07+00:00,304a,1160640,2012-07-15 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_10_13t00_00_06_84z_image_lev1.fits,2012-10-13 00:00:06+00:00,193a,1288440,2012-10-13 00:00:08+00:00,0 days 00:00:02
aia_lev1_193a_2012_07_13t00_00_09_04z_image_lev1.fits,2012-07-13 00:00:09+00:00,193a,1157760,2012-07-13 00:00:05+00:00,0 days 00:00:04
aia_lev1_193a_2011_06_26t00_00_07_84z_image_lev1.fits,2011-06-26 00:00:07+00:00,193a,606240,2011-06-26 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2011_01_18t00_00_07_84z_image_lev1.fits,2011-01-18 00:00:07+00:00,193a,377280,2011-01-18 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_05_16t00_00_00_34z_image_lev1.fits,2012-05-16 00:00:00+00:00,171a,1074240,2012-05-16 00:00:12+00:00,0 days 00:00:12
aia_lev1_304a_2012_03_09t00_00_08_12z_image_lev1.fits,2012-03-09 00:00:08+00:00,304a,976320,2012-03-09 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2012_07_31t00_00_07_12z_image_lev1.fits,2012-07-31 00:00:07+00:00,304a,1182840,2012-07-31 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_07_01t00_00_06_84z_image_lev1.fits,2012-07-01 00:00:06+00:00,193a,1140480,2012-07-01 00:00:13+00:00,0 days 00:00:07
aia_lev1_304a_2012_06_13t00_00_08_12z_image_lev1.fits,2012-06-13 00:00:08+00:00,304a,1114560,2012-06-13 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2012_04_27t00_00_07_84z_image_lev1.fits,2012-04-27 00:00:07+00:00,193a,1046880,2012-04-27 00:00:08+00:00,0 days 00:00:01
aia_lev1_171a_2012_05_19t00_00_00_34z_image_lev1.fits,2012-05-19 00:00:00+00:00,171a,1078560,2012-05-19 00:00:13+00:00,0 days 00:00:13
aia_lev1_211a_2011_03_20t00_00_00_62z_image_lev1.fits,2011-03-20 00:00:00+00:00,211a,465120,2011-03-20 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2011_03_30t00_00_00_34z_image_lev1.fits,2011-03-30 00:00:00+00:00,171a,479520,2011-03-30 00:00:14+00:00,0 days 00:00:14
aia_lev1_211a_2011_01_31t00_00_00_62z_image_lev1.fits,2011-01-31 00:00:00+00:00,211a,396000,2011-01-31 00:00:08+00:00,0 days 00:00:08
aia_lev1_171a_2012_12_23t00_00_11_34z_image_lev1.fits,2012-12-23 00:00:11+00:00,171a,1390680,2012-12-23 00:00:06+00:00,0 days 00:00:05
aia_lev1_171a_2012_06_01t00_00_00_35z_image_lev1.fits,2012-06-01 00:00:00+00:00,171a,1097280,2012-06-01 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2011_04_16t00_00_07_84z_image_lev1.fits,2011-04-16 00:00:07+00:00,193a,504000,2011-04-16 00:00:09+00:00,0 days 00:00:02
aia_lev1_211a_2011_01_05t00_00_00_62z_image_lev1.fits,2011-01-05 00:00:00+00:00,211a,358560,2011-01-05 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2012_09_01t00_00_07_12z_image_lev1.fits,2012-09-01 00:00:07+00:00,304a,1228260,2012-09-01 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_10_12t00_00_11_34z_image_lev1.fits,2012-10-12 00:00:11+00:00,171a,1287000,2012-10-12 00:00:08+00:00,0 days 00:00:03
aia_lev1_171a_2012_04_25t00_00_00_35z_image_lev1.fits,2012-04-25 00:00:00+00:00,171a,1044000,2012-04-25 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2012_06_06t00_00_12_34z_image_lev1.fits,2012-06-06 00:00:12+00:00,171a,1104480,2012-06-06 00:00:07+00:00,0 days 00:00:05
aia_lev1_304a_2012_11_12t00_00_07_12z_image_lev1.fits,2012-11-12 00:00:07+00:00,304a,1331640,2012-11-12 00:00:06+00:00,0 days 00:00:01
aia_lev1_171a_2012_03_20t00_00_00_34z_image_lev1.fits,2012-03-20 00:00:00+00:00,171a,992160,2012-03-20 00:00:00+00:00,0 days 00:00:00
aia_lev1_171a_2012_12_27t00_00_11_34z_image_lev1.fits,2012-12-27 00:00:11+00:00,171a,1396440,2012-12-27 00:00:07+00:00,0 days 00:00:04
aia_lev1_171a_2011_03_14t00_00_00_34z_image_lev1.fits,2011-03-14 00:00:00+00:00,171a,456480,2011-03-14 00:00:10+00:00,0 days 00:00:10
aia_lev1_171a_2011_06_14t00_00_00_34z_image_lev1.fits,2011-06-14 00:00:00+00:00,171a,588960,2011-06-14 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2012_09_22t00_00_07_12z_image_lev1.fits,2012-09-22 00:00:07+00:00,304a,1258500,2012-09-22 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2011_05_25t00_00_00_34z_image_lev1.fits,2011-05-25 00:00:00+00:00,171a,560160,2011-05-25 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2012_07_08t00_00_12_95z_image_lev1.fits,2012-07-08 00:00:12+00:00,171a,1150560,2012-07-08 00:00:14+00:00,0 days 00:00:02
aia_lev1_211a_2011_01_28t00_00_00_62z_image_lev1.fits,2011-01-28 00:00:00+00:00,211a,391680,2011-01-28 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2011_01_26t00_00_08_12z_image_lev1.fits,2011-01-26 00:00:08+00:00,304a,388800,2011-01-26 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2012_10_03t00_00_11_34z_image_lev1.fits,2012-10-03 00:00:11+00:00,171a,1274040,2012-10-03 00:00:06+00:00,0 days 00:00:05
aia_lev1_171a_2012_11_05t00_00_11_34z_image_lev1.fits,2012-11-05 00:00:11+00:00,171a,1321560,2012-11-05 00:00:14+00:00,0 days 00:00:03
aia_lev1_211a_2011_01_06t00_00_00_63z_image_lev1.fits,2011-01-06 00:00:00+00:00,211a,360000,2011-01-06 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2011_03_02t00_00_08_12z_image_lev1.fits,2011-03-02 00:00:08+00:00,304a,439200,2011-03-02 00:00:06+00:00,0 days 00:00:02
aia_lev1_193a_2012_03_11t00_00_07_84z_image_lev1.fits,2012-03-11 00:00:07+00:00,193a,979200,2012-03-11 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2012_05_22t00_00_08_12z_image_lev1.fits,2012-05-22 00:00:08+00:00,304a,1082880,2012-05-22 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2011_01_22t00_00_08_12z_image_lev1.fits,2011-01-22 00:00:08+00:00,304a,383040,2011-01-22 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2011_01_09t00_00_00_34z_image_lev1.fits,2011-01-09 00:00:00+00:00,171a,364320,2011-01-09 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2012_06_19t00_00_07_84z_image_lev1.fits,2012-06-19 00:00:07+00:00,193a,1123200,2012-06-19 00:00:10+00:00,0 days 00:00:03
aia_lev1_304a_2011_03_08t00_00_08_12z_image_lev1.fits,2011-03-08 00:00:08+00:00,304a,447840,2011-03-08 00:00:08+00:00,0 days 00:00:00
aia_lev1_171a_2011_02_03t00_00_00_34z_image_lev1.fits,2011-02-03 00:00:00+00:00,171a,400320,2011-02-03 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2011_05_03t00_00_08_14z_image_lev1.fits,2011-05-03 00:00:08+00:00,304a,528480,2011-05-03 00:00:13+00:00,0 days 00:00:05
aia_lev1_171a_2011_03_15t00_00_00_34z_image_lev1.fits,2011-03-15 00:00:00+00:00,171a,457920,2011-03-15 00:00:10+00:00,0 days 00:00:10
aia_lev1_193a_2011_04_04t00_00_07_84z_image_lev1.fits,2011-04-04 00:00:07+00:00,193a,486720,2011-04-04 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_12_15t00_00_06_84z_image_lev1.fits,2012-12-15 00:00:06+00:00,193a,1379160,2012-12-15 00:00:14+00:00,0 days 00:00:08
aia_lev1_304a_2012_10_31t00_00_07_12z_image_lev1.fits,2012-10-31 00:00:07+00:00,304a,1314360,2012-10-31 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2011_03_31t00_00_00_34z_image_lev1.fits,2011-03-31 00:00:00+00:00,171a,480960,2011-03-31 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2012_08_28t00_00_07_12z_image_lev1.fits,2012-08-28 00:00:07+00:00,304a,1222500,2012-08-28 00:00:06+00:00,0 days 00:00:01
aia_lev1_171a_2012_07_15t00_00_11_34z_image_lev1.fits,2012-07-15 00:00:11+00:00,171a,1160640,2012-07-15 00:00:06+00:00,0 days 00:00:05
aia_lev1_171a_2011_01_15t00_00_00_34z_image_lev1.fits,2011-01-15 00:00:00+00:00,171a,372960,2011-01-15 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2012_08_01t00_00_11_34z_image_lev1.fits,2012-08-01 00:00:11+00:00,171a,1184280,2012-08-01 00:00:10+00:00,0 days 00:00:01
aia_lev1_304a_2012_10_08t00_00_07_12z_image_lev1.fits,2012-10-08 00:00:07+00:00,304a,1281240,2012-10-08 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2011_06_24t00_00_00_34z_image_lev1.fits,2011-06-24 00:00:00+00:00,171a,603360,2011-06-24 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_12_16t00_00_06_84z_image_lev1.fits,2012-12-16 00:00:06+00:00,193a,1380600,2012-12-16 00:00:05+00:00,0 days 00:00:01
aia_lev1_193a_2012_08_03t00_00_06_84z_image_lev1.fits,2012-08-03 00:00:06+00:00,193a,1187160,2012-08-03 00:00:10+00:00,0 days 00:00:04
aia_lev1_211a_2011_04_25t00_00_00_62z_image_lev1.fits,2011-04-25 00:00:00+00:00,211a,516960,2011-04-25 00:00:11+00:00,0 days 00:00:11
aia_lev1_171a_2012_10_08t00_00_11_34z_image_lev1.fits,2012-10-08 00:00:11+00:00,171a,1281240,2012-10-08 00:00:07+00:00,0 days 00:00:04
aia_lev1_211a_2011_03_29t00_00_00_63z_image_lev1.fits,2011-03-29 00:00:00+00:00,211a,478080,2011-03-29 00:00:14+00:00,0 days 00:00:14
aia_lev1_193a_2012_07_02t00_00_06_84z_image_lev1.fits,2012-07-02 00:00:06+00:00,193a,1141920,2012-07-02 00:00:13+00:00,0 days 00:00:07
aia_lev1_304a_2012_06_18t00_00_08_12z_image_lev1.fits,2012-06-18 00:00:08+00:00,304a,1121760,2012-06-18 00:00:10+00:00,0 days 00:00:02
aia_lev1_193a_2012_11_28t00_00_09_16z_image_lev1.fits,2012-11-28 00:00:09+00:00,193a,1354680,2012-11-28 00:00:10+00:00,0 days 00:00:01
aia_lev1_211a_2011_05_16t00_00_00_64z_image_lev1.fits,2011-05-16 00:00:00+00:00,211a,547200,2011-05-16 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2011_03_25t00_00_00_34z_image_lev1.fits,2011-03-25 00:00:00+00:00,171a,472320,2011-03-25 00:00:13+00:00,0 days 00:00:13
aia_lev1_304a_2012_12_28t00_00_07_12z_image_lev1.fits,2012-12-28 00:00:07+00:00,304a,1397880,2012-12-28 00:00:08+00:00,0 days 00:00:01
aia_lev1_171a_2012_11_27t00_00_11_34z_image_lev1.fits,2012-11-27 00:00:11+00:00,171a,1353240,2012-11-27 00:00:10+00:00,0 days 00:00:01
aia_lev1_304a_2012_12_18t00_00_07_12z_image_lev1.fits,2012-12-18 00:00:07+00:00,304a,1383480,2012-12-18 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_05_24t00_00_08_13z_image_lev1.fits,2012-05-24 00:00:08+00:00,304a,1085760,2012-05-24 00:00:14+00:00,0 days 00:00:06
aia_lev1_193a_2011_06_02t00_00_07_84z_image_lev1.fits,2011-06-02 00:00:07+00:00,193a,571680,2011-06-02 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2011_06_12t00_00_07_84z_image_lev1.fits,2011-06-12 00:00:07+00:00,193a,586080,2011-06-12 00:00:13+00:00,0 days 00:00:06
aia_lev1_304a_2012_12_26t00_00_07_12z_image_lev1.fits,2012-12-26 00:00:07+00:00,304a,1395000,2012-12-26 00:00:07+00:00,0 days 00:00:00
aia_lev1_211a_2011_01_29t00_00_00_62z_image_lev1.fits,2011-01-29 00:00:00+00:00,211a,393120,2011-01-29 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2011_03_21t00_00_07_84z_image_lev1.fits,2011-03-21 00:00:07+00:00,193a,466560,2011-03-21 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_05_13t00_00_00_35z_image_lev1.fits,2012-05-13 00:00:00+00:00,171a,1069920,2012-05-13 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2012_09_17t00_00_11_34z_image_lev1.fits,2012-09-17 00:00:11+00:00,171a,1251300,2012-09-17 00:00:11+00:00,0 days 00:00:00
aia_lev1_171a_2012_04_20t00_00_00_34z_image_lev1.fits,2012-04-20 00:00:00+00:00,171a,1036800,2012-04-20 00:00:06+00:00,0 days 00:00:06
aia_lev1_304a_2011_05_08t00_00_08_12z_image_lev1.fits,2011-05-08 00:00:08+00:00,304a,535680,2011-05-08 00:00:05+00:00,0 days 00:00:03
aia_lev1_171a_2012_10_30t00_00_11_34z_image_lev1.fits,2012-10-30 00:00:11+00:00,171a,1312920,2012-10-30 00:00:13+00:00,0 days 00:00:02
aia_lev1_193a_2011_06_11t00_00_07_84z_image_lev1.fits,2011-06-11 00:00:07+00:00,193a,584640,2011-06-11 00:00:13+00:00,0 days 00:00:06
aia_lev1_304a_2011_05_06t00_00_08_12z_image_lev1.fits,2011-05-06 00:00:08+00:00,304a,532800,2011-05-06 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2012_06_12t00_00_08_12z_image_lev1.fits,2012-06-12 00:00:08+00:00,304a,1113120,2012-06-12 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2011_05_13t00_00_07_84z_image_lev1.fits,2011-05-13 00:00:07+00:00,193a,542880,2011-05-13 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_04_15t00_00_07_84z_image_lev1.fits,2012-04-15 00:00:07+00:00,193a,1029600,2012-04-15 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_06_03t00_00_07_84z_image_lev1.fits,2012-06-03 00:00:07+00:00,193a,1100160,2012-06-03 00:00:07+00:00,0 days 00:00:00
aia_lev1_304a_2012_03_11t00_00_08_12z_image_lev1.fits,2012-03-11 00:00:08+00:00,304a,979200,2012-03-11 00:00:14+00:00,0 days 00:00:06
aia_lev1_193a_2011_05_09t00_00_07_84z_image_lev1.fits,2011-05-09 00:00:07+00:00,193a,537120,2011-05-09 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_10_04t00_00_12_97z_image_lev1.fits,2012-10-04 00:00:12+00:00,171a,1275480,2012-10-04 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_07_11t00_00_11_34z_image_lev1.fits,2012-07-11 00:00:11+00:00,171a,1154880,2012-07-11 00:00:05+00:00,0 days 00:00:06
aia_lev1_193a_2011_02_19t00_00_07_84z_image_lev1.fits,2011-02-19 00:00:07+00:00,193a,423360,2011-02-19 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2011_04_03t00_00_07_84z_image_lev1.fits,2011-04-03 00:00:07+00:00,193a,485280,2011-04-03 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2012_12_12t00_00_07_14z_image_lev1.fits,2012-12-12 00:00:07+00:00,304a,1374840,2012-12-12 00:00:14+00:00,0 days 00:00:07
aia_lev1_171a_2012_10_06t00_00_11_35z_image_lev1.fits,2012-10-06 00:00:11+00:00,171a,1278360,2012-10-06 00:00:07+00:00,0 days 00:00:04
aia_lev1_171a_2011_05_09t00_00_00_34z_image_lev1.fits,2011-05-09 00:00:00+00:00,171a,537120,2011-05-09 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2011_06_26t00_00_08_13z_image_lev1.fits,2011-06-26 00:00:08+00:00,304a,606240,2011-06-26 00:00:06+00:00,0 days 00:00:02
aia_lev1_304a_2011_04_20t00_00_08_13z_image_lev1.fits,2011-04-20 00:00:08+00:00,304a,509760,2011-04-20 00:00:10+00:00,0 days 00:00:02
aia_lev1_171a_2012_03_11t00_00_00_35z_image_lev1.fits,2012-03-11 00:00:00+00:00,171a,979200,2012-03-11 00:00:14+00:00,0 days 00:00:14
aia_lev1_193a_2012_08_19t00_00_08_93z_image_lev1.fits,2012-08-19 00:00:08+00:00,193a,1209540,2012-08-19 00:00:14+00:00,0 days 00:00:06
aia_lev1_171a_2011_04_27t00_00_00_34z_image_lev1.fits,2011-04-27 00:00:00+00:00,171a,519840,2011-04-27 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2011_04_23t00_00_07_84z_image_lev1.fits,2011-04-23 00:00:07+00:00,193a,514080,2011-04-23 00:00:11+00:00,0 days 00:00:04
aia_lev1_171a_2011_06_16t00_00_00_34z_image_lev1.fits,2011-06-16 00:00:00+00:00,171a,591840,2011-06-16 00:00:14+00:00,0 days 00:00:14
aia_lev1_211a_2011_03_22t00_00_00_63z_image_lev1.fits,2011-03-22 00:00:00+00:00,211a,468000,2011-03-22 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2011_05_15t00_00_00_34z_image_lev1.fits,2011-05-15 00:00:00+00:00,171a,545760,2011-05-15 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2011_06_15t00_00_07_84z_image_lev1.fits,2011-06-15 00:00:07+00:00,193a,590400,2011-06-15 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2012_04_01t00_00_08_13z_image_lev1.fits,2012-04-01 00:00:08+00:00,304a,1009440,2012-04-01 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2012_09_02t00_00_07_12z_image_lev1.fits,2012-09-02 00:00:07+00:00,304a,1229700,2012-09-02 00:00:07+00:00,0 days 00:00:00
aia_lev1_304a_2011_05_21t00_00_08_12z_image_lev1.fits,2011-05-21 00:00:08+00:00,304a,554400,2011-05-21 00:00:08+00:00,0 days 00:00:00
aia_lev1_171a_2011_02_20t00_00_00_34z_image_lev1.fits,2011-02-20 00:00:00+00:00,171a,424800,2011-02-20 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2012_03_02t00_00_08_12z_image_lev1.fits,2012-03-02 00:00:08+00:00,304a,966240,2012-03-02 00:00:11+00:00,0 days 00:00:03
aia_lev1_211a_2011_02_04t00_00_00_63z_image_lev1.fits,2011-02-04 00:00:00+00:00,211a,401760,2011-02-04 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2011_05_20t00_00_00_34z_image_lev1.fits,2011-05-20 00:00:00+00:00,171a,552960,2011-05-20 00:00:07+00:00,0 days 00:00:07
aia_lev1_193a_2012_11_20t00_00_06_84z_image_lev1.fits,2012-11-20 00:00:06+00:00,193a,1343160,2012-11-20 00:00:08+00:00,0 days 00:00:02
aia_lev1_304a_2012_05_31t00_00_08_12z_image_lev1.fits,2012-05-31 00:00:08+00:00,304a,1095840,2012-05-31 00:00:06+00:00,0 days 00:00:02
aia_lev1_304a_2011_03_14t00_00_08_12z_image_lev1.fits,2011-03-14 00:00:08+00:00,304a,456480,2011-03-14 00:00:10+00:00,0 days 00:00:02
aia_lev1_304a_2012_11_20t00_00_07_12z_image_lev1.fits,2012-11-20 00:00:07+00:00,304a,1343160,2012-11-20 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_12_06t00_00_06_84z_image_lev1.fits,2012-12-06 00:00:06+00:00,193a,1366200,2012-12-06 00:00:12+00:00,0 days 00:00:06
aia_lev1_171a_2012_03_01t00_00_00_34z_image_lev1.fits,2012-03-01 00:00:00+00:00,171a,964800,2012-03-01 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2012_07_08t00_00_08_64z_image_lev1.fits,2012-07-08 00:00:08+00:00,193a,1150560,2012-07-08 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2011_02_21t00_00_08_12z_image_lev1.fits,2011-02-21 00:00:08+00:00,304a,426240,2011-02-21 00:00:14+00:00,0 days 00:00:06
aia_lev1_171a_2012_10_23t00_00_11_34z_image_lev1.fits,2012-10-23 00:00:11+00:00,171a,1302840,2012-10-23 00:00:11+00:00,0 days 00:00:00
aia_lev1_304a_2012_10_16t00_00_07_12z_image_lev1.fits,2012-10-16 00:00:07+00:00,304a,1292760,2012-10-16 00:00:09+00:00,0 days 00:00:02
aia_lev1_304a_2011_06_13t00_00_08_12z_image_lev1.fits,2011-06-13 00:00:08+00:00,304a,587520,2011-06-13 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2011_06_10t00_00_07_84z_image_lev1.fits,2011-06-10 00:00:07+00:00,193a,583200,2011-06-10 00:00:12+00:00,0 days 00:00:05
aia_lev1_193a_2012_09_05t00_00_06_84z_image_lev1.fits,2012-09-05 00:00:06+00:00,193a,1234020,2012-09-05 00:00:08+00:00,0 days 00:00:02
aia_lev1_193a_2012_04_24t00_00_07_84z_image_lev1.fits,2012-04-24 00:00:07+00:00,193a,1042560,2012-04-24 00:00:07+00:00,0 days 00:00:00
aia_lev1_193a_2011_06_30t00_00_07_84z_image_lev1.fits,2011-06-30 00:00:07+00:00,193a,612000,2011-06-30 00:00:07+00:00,0 days 00:00:00
aia_lev1_304a_2012_11_08t00_00_07_12z_image_lev1.fits,2012-11-08 00:00:07+00:00,304a,1325880,2012-11-08 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_08_19t00_00_11_35z_image_lev1.fits,2012-08-19 00:00:11+00:00,171a,1209540,2012-08-19 00:00:14+00:00,0 days 00:00:03
aia_lev1_193a_2012_12_01t00_00_06_84z_image_lev1.fits,2012-12-01 00:00:06+00:00,193a,1359000,2012-12-01 00:00:11+00:00,0 days 00:00:05
aia_lev1_193a_2012_07_24t00_00_06_84z_image_lev1.fits,2012-07-24 00:00:06+00:00,193a,1173600,2012-07-24 00:00:08+00:00,0 days 00:00:02
aia_lev1_211a_2011_05_14t00_00_00_63z_image_lev1.fits,2011-05-14 00:00:00+00:00,211a,544320,2011-05-14 00:00:06+00:00,0 days 00:00:06
aia_lev1_211a_2011_04_21t00_00_00_62z_image_lev1.fits,2011-04-21 00:00:00+00:00,211a,511200,2011-04-21 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2011_01_04t00_00_08_12z_image_lev1.fits,2011-01-04 00:00:08+00:00,304a,357120,2011-01-04 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2012_08_18t00_00_11_35z_image_lev1.fits,2012-08-18 00:00:11+00:00,171a,1208100,2012-08-18 00:00:14+00:00,0 days 00:00:03
aia_lev1_304a_2011_06_02t00_00_08_14z_image_lev1.fits,2011-06-02 00:00:08+00:00,304a,571680,2011-06-02 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2011_03_11t00_00_00_34z_image_lev1.fits,2011-03-11 00:00:00+00:00,171a,452160,2011-03-11 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2012_12_08t00_00_11_34z_image_lev1.fits,2012-12-08 00:00:11+00:00,171a,1369080,2012-12-08 00:00:13+00:00,0 days 00:00:02
aia_lev1_193a_2011_01_24t00_00_07_84z_image_lev1.fits,2011-01-24 00:00:07+00:00,193a,385920,2011-01-24 00:00:06+00:00,0 days 00:00:01
aia_lev1_193a_2012_05_13t00_00_07_84z_image_lev1.fits,2012-05-13 00:00:07+00:00,193a,1069920,2012-05-13 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2011_04_01t00_00_08_12z_image_lev1.fits,2011-04-01 00:00:08+00:00,304a,482400,2011-04-01 00:00:05+00:00,0 days 00:00:03
aia_lev1_304a_2011_04_06t00_00_08_12z_image_lev1.fits,2011-04-06 00:00:08+00:00,304a,489600,2011-04-06 00:00:06+00:00,0 days 00:00:02
aia_lev1_193a_2012_08_22t00_00_06_84z_image_lev1.fits,2012-08-22 00:00:06+00:00,193a,1213860,2012-08-22 00:00:05+00:00,0 days 00:00:01
aia_lev1_171a_2011_06_19t00_00_00_34z_image_lev1.fits,2011-06-19 00:00:00+00:00,171a,596160,2011-06-19 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2012_12_30t00_00_07_12z_image_lev1.fits,2012-12-30 00:00:07+00:00,304a,1400760,2012-12-30 00:00:08+00:00,0 days 00:00:01
aia_lev1_211a_2011_02_06t00_00_00_63z_image_lev1.fits,2011-02-06 00:00:00+00:00,211a,404640,2011-02-06 00:00:10+00:00,0 days 00:00:10
aia_lev1_193a_2011_04_14t00_00_07_85z_image_lev1.fits,2011-04-14 00:00:07+00:00,193a,501120,2011-04-14 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2011_02_06t00_00_07_84z_image_lev1.fits,2011-02-06 00:00:07+00:00,193a,404640,2011-02-06 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2011_01_26t00_00_07_84z_image_lev1.fits,2011-01-26 00:00:07+00:00,193a,388800,2011-01-26 00:00:07+00:00,0 days 00:00:00
aia_lev1_193a_2011_01_25t00_00_07_84z_image_lev1.fits,2011-01-25 00:00:07+00:00,193a,387360,2011-01-25 00:00:07+00:00,0 days 00:00:00
aia_lev1_304a_2011_06_03t00_00_08_12z_image_lev1.fits,2011-06-03 00:00:08+00:00,304a,573120,2011-06-03 00:00:11+00:00,0 days 00:00:03
aia_lev1_193a_2012_12_19t00_00_06_84z_image_lev1.fits,2012-12-19 00:00:06+00:00,193a,1384920,2012-12-19 00:00:05+00:00,0 days 00:00:01
