aia_filenames,aia_iso_dates,aia_wavelengths,eve_indices,eve_dates,time_delta
aia_lev1_193a_2011_04_08t00_00_07_84z_image_lev1.fits,2011-04-08 00:00:07+00:00,193a,492480,2011-04-08 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_05_01t00_00_00_34z_image_lev1.fits,2012-05-01 00:00:00+00:00,171a,1052640,2012-05-01 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2012_06_15t00_00_07_84z_image_lev1.fits,2012-06-15 00:00:07+00:00,193a,1117440,2012-06-15 00:00:10+00:00,0 days 00:00:03
aia_lev1_171a_2012_10_19t00_00_11_34z_image_lev1.fits,2012-10-19 00:00:11+00:00,171a,1297080,2012-10-19 00:00:10+00:00,0 days 00:00:01
aia_lev1_304a_2012_08_19t00_00_07_14z_image_lev1.fits,2012-08-19 00:00:07+00:00,304a,1209540,2012-08-19 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2012_06_29t00_00_08_12z_image_lev1.fits,2012-06-29 00:00:08+00:00,304a,1137600,2012-06-29 00:00:13+00:00,0 days 00:00:05
aia_lev1_193a_2012_06_14t00_00_07_84z_image_lev1.fits,2012-06-14 00:00:07+00:00,193a,1116000,2012-06-14 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2012_08_25t00_00_11_34z_image_lev1.fits,2012-08-25 00:00:11+00:00,171a,1218180,2012-08-25 00:00:05+00:00,0 days 00:00:06
aia_lev1_171a_2012_10_31t00_00_11_35z_image_lev1.fits,2012-10-31 00:00:11+00:00,171a,1314360,2012-10-31 00:00:13+00:00,0 days 00:00:02
aia_lev1_304a_2011_04_10t00_00_08_12z_image_lev1.fits,2011-04-10 00:00:08+00:00,304a,495360,2011-04-10 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2011_03_25t00_00_08_12z_image_lev1.fits,2011-03-25 00:00:08+00:00,304a,472320,2011-03-25 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2011_06_04t00_00_08_13z_image_lev1.fits,2011-06-04 00:00:08+00:00,304a,574560,2011-06-04 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2012_03_24t00_00_00_35z_image_lev1.fits,2012-03-24 00:00:00+00:00,171a,997920,2012-03-24 00:00:08+00:00,0 days 00:00:08
aia_lev1_171a_2012_08_24t00_00_11_34z_image_lev1.fits,2012-08-24 00:00:11+00:00,171a,1216740,2012-08-24 00:00:05+00:00,0 days 00:00:06
aia_lev1_304a_2011_02_20t00_00_08_12z_image_lev1.fits,2011-02-20 00:00:08+00:00,304a,424800,2011-02-20 00:00:14+00:00,0 days 00:00:06
aia_lev1_171a_2011_03_16t00_00_00_34z_image_lev1.fits,2011-03-16 00:00:00+00:00,171a,459360,2011-03-16 00:00:10+00:00,0 days 00:00:10
aia_lev1_171a_2012_10_11t00_00_11_34z_image_lev1.fits,2012-10-11 00:00:11+00:00,171a,1285560,2012-10-11 00:00:08+00:00,0 days 00:00:03
aia_lev1_211a_2011_02_20t00_00_00_62z_image_lev1.fits,2011-02-20 00:00:00+00:00,211a,424800,2011-02-20 00:00:14+00:00,0 days 00:00:14
aia_lev1_171a_2011_02_12t00_00_00_34z_image_lev1.fits,2011-02-12 00:00:00+00:00,171a,413280,2011-02-12 00:00:11+00:00,0 days 00:00:11
aia_lev1_193a_2012_08_25t00_00_06_84z_image_lev1.fits,2012-08-25 00:00:06+00:00,193a,1218180,2012-08-25 00:00:05+00:00,0 days 00:00:01
aia_lev1_304a_2011_04_09t00_00_08_12z_image_lev1.fits,2011-04-09 00:00:08+00:00,304a,493920,2011-04-09 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_03_20t00_00_07_84z_image_lev1.fits,2011-03-20 00:00:07+00:00,193a,465120,2011-03-20 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2012_10_13t00_00_11_34z_image_lev1.fits,2012-10-13 00:00:11+00:00,171a,1288440,2012-10-13 00:00:08+00:00,0 days 00:00:03
aia_lev1_171a_2011_05_10t00_00_00_34z_image_lev1.fits,2011-05-10 00:00:00+00:00,171a,538560,2011-05-10 00:00:05+00:00,0 days 00:00:05
aia_lev1_171a_2012_11_12t00_00_11_34z_image_lev1.fits,2012-11-12 00:00:11+00:00,171a,1331640,2012-11-12 00:00:06+00:00,0 days 00:00:05
aia_lev1_193a_2012_10_08t00_00_06_84z_image_lev1.fits,2012-10-08 00:00:06+00:00,193a,1281240,2012-10-08 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2011_06_03t00_00_07_84z_image_lev1.fits,2011-06-03 00:00:07+00:00,193a,573120,2011-06-03 00:00:11+00:00,0 days 00:00:04
aia_lev1_193a_2011_03_25t00_00_07_84z_image_lev1.fits,2011-03-25 00:00:07+00:00,193a,472320,2011-03-25 00:00:13+00:00,0 days 00:00:06
aia_lev1_171a_2012_03_15t00_00_00_34z_image_lev1.fits,2012-03-15 00:00:00+00:00,171a,984960,2012-03-15 00:00:05+00:00,0 days 00:00:05
aia_lev1_211a_2011_05_07t00_00_00_62z_image_lev1.fits,2011-05-07 00:00:00+00:00,211a,534240,2011-05-07 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2012_08_02t00_00_07_12z_image_lev1.fits,2012-08-02 00:00:07+00:00,304a,1185720,2012-08-02 00:00:10+00:00,0 days 00:00:03
aia_lev1_171a_2011_01_23t00_00_00_34z_image_lev1.fits,2011-01-23 00:00:00+00:00,171a,384480,2011-01-23 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_03_17t00_00_00_34z_image_lev1.fits,2012-03-17 00:00:00+00:00,171a,987840,2012-03-17 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_04_20t00_00_07_84z_image_lev1.fits,2012-04-20 00:00:07+00:00,193a,1036800,2012-04-20 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2011_02_17t00_00_08_12z_image_lev1.fits,2011-02-17 00:00:08+00:00,304a,420480,2011-02-17 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2012_03_25t00_00_08_12z_image_lev1.fits,2012-03-25 00:00:08+00:00,304a,999360,2012-03-25 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2012_12_09t00_00_06_84z_image_lev1.fits,2012-12-09 00:00:06+00:00,193a,1370520,2012-12-09 00:00:13+00:00,0 days 00:00:07
aia_lev1_193a_2011_05_11t00_00_07_84z_image_lev1.fits,2011-05-11 00:00:07+00:00,193a,540000,2011-05-11 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2011_02_16t00_00_00_34z_image_lev1.fits,2011-02-16 00:00:00+00:00,171a,419040,2011-02-16 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2012_11_18t00_00_06_84z_image_lev1.fits,2012-11-18 00:00:06+00:00,193a,1340280,2012-11-18 00:00:07+00:00,0 days 00:00:01
aia_lev1_193a_2012_05_18t00_00_07_84z_image_lev1.fits,2012-05-18 00:00:07+00:00,193a,1077120,2012-05-18 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_03_19t00_00_07_84z_image_lev1.fits,2012-03-19 00:00:07+00:00,193a,990720,2012-03-19 00:00:07+00:00,0 days 00:00:00
aia_lev1_171a_2012_06_09t00_00_00_34z_image_lev1.fits,2012-06-09 00:00:00+00:00,171a,1108800,2012-06-09 00:00:08+00:00,0 days 00:00:08
aia_lev1_193a_2012_07_16t00_00_08_45z_image_lev1.fits,2012-07-16 00:00:08+00:00,193a,1162080,2012-07-16 00:00:06+00:00,0 days 00:00:02
aia_lev1_304a_2012_12_06t00_00_07_12z_image_lev1.fits,2012-12-06 00:00:07+00:00,304a,1366200,2012-12-06 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2011_05_22t00_00_08_12z_image_lev1.fits,2011-05-22 00:00:08+00:00,304a,555840,2011-05-22 00:00:08+00:00,0 days 00:00:00
aia_lev1_193a_2012_05_19t00_00_07_84z_image_lev1.fits,2012-05-19 00:00:07+00:00,193a,1078560,2012-05-19 00:00:13+00:00,0 days 00:00:06
aia_lev1_304a_2012_12_19t00_00_07_14z_image_lev1.fits,2012-12-19 00:00:07+00:00,304a,1384920,2012-12-19 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_07_29t00_00_07_12z_image_lev1.fits,2012-07-29 00:00:07+00:00,304a,1179960,2012-07-29 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_09_15t00_00_06_84z_image_lev1.fits,2012-09-15 00:00:06+00:00,193a,1248420,2012-09-15 00:00:11+00:00,0 days 00:00:05
aia_lev1_171a_2012_05_02t00_00_00_34z_image_lev1.fits,2012-05-02 00:00:00+00:00,171a,1054080,2012-05-02 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2012_09_06t00_00_07_13z_image_lev1.fits,2012-09-06 00:00:07+00:00,304a,1235460,2012-09-06 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_08_21t00_00_06_84z_image_lev1.fits,2012-08-21 00:00:06+00:00,193a,1212420,2012-08-21 00:00:14+00:00,0 days 00:00:08
aia_lev1_171a_2012_04_15t00_00_00_34z_image_lev1.fits,2012-04-15 00:00:00+00:00,171a,1029600,2012-04-15 00:00:14+00:00,0 days 00:00:14
aia_lev1_211a_2011_03_07t00_00_00_62z_image_lev1.fits,2011-03-07 00:00:00+00:00,211a,446400,2011-03-07 00:00:08+00:00,0 days 00:00:08
aia_lev1_304a_2012_07_16t00_00_07_12z_image_lev1.fits,2012-07-16 00:00:07+00:00,304a,1162080,2012-07-16 00:00:06+00:00,0 days 00:00:01
aia_lev1_171a_2012_04_03t00_00_00_34z_image_lev1.fits,2012-04-03 00:00:00+00:00,171a,1012320,2012-04-03 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2011_03_19t00_00_08_12z_image_lev1.fits,2011-03-19 00:00:08+00:00,304a,463680,2011-03-19 00:00:11+00:00,0 days 00:00:03
aia_lev1_304a_2012_05_30t00_00_08_13z_image_lev1.fits,2012-05-30 00:00:08+00:00,304a,1094400,2012-05-30 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2011_01_12t00_00_00_34z_image_lev1.fits,2011-01-12 00:00:00+00:00,171a,368640,2011-01-12 00:00:13+00:00,0 days 00:00:13
aia_lev1_171a_2011_06_05t00_00_00_34z_image_lev1.fits,2011-06-05 00:00:00+00:00,171a,576000,2011-06-05 00:00:11+00:00,0 days 00:00:11
aia_lev1_304a_2012_09_23t00_00_07_12z_image_lev1.fits,2012-09-23 00:00:07+00:00,304a,1259940,2012-09-23 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2012_11_12t00_00_06_84z_image_lev1.fits,2012-11-12 00:00:06+00:00,193a,1331640,2012-11-12 00:00:06+00:00,0 days 00:00:00
aia_lev1_171a_2011_04_16t00_00_00_34z_image_lev1.fits,2011-04-16 00:00:00+00:00,171a,504000,2011-04-16 00:00:09+00:00,0 days 00:00:09
aia_lev1_193a_2012_05_24t00_00_07_84z_image_lev1.fits,2012-05-24 00:00:07+00:00,193a,1085760,2012-05-24 00:00:14+00:00,0 days 00:00:07
aia_lev1_304a_2012_09_21t00_00_07_12z_image_lev1.fits,2012-09-21 00:00:07+00:00,304a,1257060,2012-09-21 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2011_01_18t00_00_08_13z_image_lev1.fits,2011-01-18 00:00:08+00:00,304a,377280,2011-01-18 00:00:05+00:00,0 days 00:00:03
aia_lev1_193a_2012_04_04t00_00_07_84z_image_lev1.fits,2012-04-04 00:00:07+00:00,193a,1013760,2012-04-04 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2012_06_07t00_00_08_13z_image_lev1.fits,2012-06-07 00:00:08+00:00,304a,1105920,2012-06-07 00:00:08+00:00,0 days 00:00:00
aia_lev1_304a_2012_07_28t00_00_07_12z_image_lev1.fits,2012-07-28 00:00:07+00:00,304a,1178520,2012-07-28 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_11_14t00_00_06_84z_image_lev1.fits,2012-11-14 00:00:06+00:00,193a,1334520,2012-11-14 00:00:06+00:00,0 days 00:00:00
aia_lev1_171a_2012_05_28t00_00_00_34z_image_lev1.fits,2012-05-28 00:00:00+00:00,171a,1091520,2012-05-28 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2012_10_28t00_00_06_84z_image_lev1.fits,2012-10-28 00:00:06+00:00,193a,1310040,2012-10-28 00:00:12+00:00,0 days 00:00:06
aia_lev1_304a_2011_06_17t00_00_08_13z_image_lev1.fits,2011-06-17 00:00:08+00:00,304a,593280,2011-06-17 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2012_03_01t00_00_08_12z_image_lev1.fits,2012-03-01 00:00:08+00:00,304a,964800,2012-03-01 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2011_02_24t00_00_00_34z_image_lev1.fits,2011-02-24 00:00:00+00:00,171a,430560,2011-02-24 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2012_10_29t00_00_07_12z_image_lev1.fits,2012-10-29 00:00:07+00:00,304a,1311480,2012-10-29 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2012_07_06t00_00_07_13z_image_lev1.fits,2012-07-06 00:00:07+00:00,304a,1147680,2012-07-06 00:00:13+00:00,0 days 00:00:06
aia_lev1_304a_2011_05_05t00_00_08_12z_image_lev1.fits,2011-05-05 00:00:08+00:00,304a,531360,2011-05-05 00:00:14+00:00,0 days 00:00:06
aia_lev1_304a_2012_12_29t00_00_07_12z_image_lev1.fits,2012-12-29 00:00:07+00:00,304a,1399320,2012-12-29 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2012_08_10t00_00_07_12z_image_lev1.fits,2012-08-10 00:00:07+00:00,304a,1197240,2012-08-10 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_02_07t00_00_00_34z_image_lev1.fits,2011-02-07 00:00:00+00:00,171a,406080,2011-02-07 00:00:10+00:00,0 days 00:00:10
aia_lev1_193a_2011_01_09t00_00_07_84z_image_lev1.fits,2011-01-09 00:00:07+00:00,193a,364320,2011-01-09 00:00:12+00:00,0 days 00:00:05
aia_lev1_171a_2011_06_28t00_00_00_34z_image_lev1.fits,2011-06-28 00:00:00+00:00,171a,609120,2011-06-28 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2012_11_26t00_00_07_12z_image_lev1.fits,2012-11-26 00:00:07+00:00,304a,1351800,2012-11-26 00:00:10+00:00,0 days 00:00:03
aia_lev1_171a_2011_02_13t00_00_00_34z_image_lev1.fits,2011-02-13 00:00:00+00:00,171a,414720,2011-02-13 00:00:12+00:00,0 days 00:00:12
aia_lev1_171a_2011_05_01t00_00_00_34z_image_lev1.fits,2011-05-01 00:00:00+00:00,171a,525600,2011-05-01 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2011_05_25t00_00_07_84z_image_lev1.fits,2011-05-25 00:00:07+00:00,193a,560160,2011-05-25 00:00:09+00:00,0 days 00:00:02
aia_lev1_193a_2012_10_10t00_00_06_84z_image_lev1.fits,2012-10-10 00:00:06+00:00,193a,1284120,2012-10-10 00:00:08+00:00,0 days 00:00:02
aia_lev1_193a_2011_02_08t00_00_07_84z_image_lev1.fits,2011-02-08 00:00:07+00:00,193a,407520,2011-02-08 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2011_03_09t00_00_07_84z_image_lev1.fits,2011-03-09 00:00:07+00:00,193a,449280,2011-03-09 00:00:08+00:00,0 days 00:00:01
aia_lev1_211a_2011_01_18t00_00_00_64z_image_lev1.fits,2011-01-18 00:00:00+00:00,211a,377280,2011-01-18 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2011_04_13t00_00_07_84z_image_lev1.fits,2011-04-13 00:00:07+00:00,193a,499680,2011-04-13 00:00:08+00:00,0 days 00:00:01
aia_lev1_171a_2011_04_09t00_00_00_35z_image_lev1.fits,2011-04-09 00:00:00+00:00,171a,493920,2011-04-09 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2011_06_20t00_00_00_34z_image_lev1.fits,2011-06-20 00:00:00+00:00,171a,597600,2011-06-20 00:00:05+00:00,0 days 00:00:05
aia_lev1_304a_2011_03_12t00_00_08_12z_image_lev1.fits,2011-03-12 00:00:08+00:00,304a,453600,2011-03-12 00:00:09+00:00,0 days 00:00:01
aia_lev1_193a_2012_12_23t00_00_06_84z_image_lev1.fits,2012-12-23 00:00:06+00:00,193a,1390680,2012-12-23 00:00:06+00:00,0 days 00:00:00
aia_lev1_193a_2012_09_25t00_00_06_84z_image_lev1.fits,2012-09-25 00:00:06+00:00,193a,1262820,2012-09-25 00:00:13+00:00,0 days 00:00:07
aia_lev1_304a_2011_02_11t00_00_08_12z_image_lev1.fits,2011-02-11 00:00:08+00:00,304a,411840,2011-02-11 00:00:11+00:00,0 days 00:00:03
aia_lev1_171a_2011_06_22t00_00_00_34z_image_lev1.fits,2011-06-22 00:00:00+00:00,171a,600480,2011-06-22 00:00:05+00:00,0 days 00:00:05
aia_lev1_193a_2012_11_05t00_00_06_84z_image_lev1.fits,2012-11-05 00:00:06+00:00,193a,1321560,2012-11-05 00:00:14+00:00,0 days 00:00:08
aia_lev1_171a_2012_07_12t00_00_11_34z_image_lev1.fits,2012-07-12 00:00:11+00:00,171a,1156320,2012-07-12 00:00:05+00:00,0 days 00:00:06
aia_lev1_193a_2011_05_12t00_00_07_84z_image_lev1.fits,2011-05-12 00:00:07+00:00,193a,541440,2011-05-12 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2012_12_09t00_00_07_14z_image_lev1.fits,2012-12-09 00:00:07+00:00,304a,1370520,2012-12-09 00:00:13+00:00,0 days 00:00:06
aia_lev1_211a_2011_03_04t00_00_00_62z_image_lev1.fits,2011-03-04 00:00:00+00:00,211a,442080,2011-03-04 00:00:07+00:00,0 days 00:00:07
aia_lev1_304a_2012_08_06t00_00_07_12z_image_lev1.fits,2012-08-06 00:00:07+00:00,304a,1191480,2012-08-06 00:00:11+00:00,0 days 00:00:04
aia_lev1_304a_2012_09_13t00_00_07_12z_image_lev1.fits,2012-09-13 00:00:07+00:00,304a,1245540,2012-09-13 00:00:10+00:00,0 days 00:00:03
aia_lev1_304a_2011_04_08t00_00_08_12z_image_lev1.fits,2011-04-08 00:00:08+00:00,304a,492480,2011-04-08 00:00:07+00:00,0 days 00:00:01
aia_lev1_304a_2012_05_15t00_00_08_12z_image_lev1.fits,2012-05-15 00:00:08+00:00,304a,1072800,2012-05-15 00:00:12+00:00,0 days 00:00:04
aia_lev1_193a_2012_03_25t00_00_07_84z_image_lev1.fits,2012-03-25 00:00:07+00:00,193a,999360,2012-03-25 00:00:09+00:00,0 days 00:00:02
aia_lev1_171a_2011_01_22t00_00_00_34z_image_lev1.fits,2011-01-22 00:00:00+00:00,171a,383040,2011-01-22 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_04_13t00_00_00_34z_image_lev1.fits,2012-04-13 00:00:00+00:00,171a,1026720,2012-04-13 00:00:14+00:00,0 days 00:00:14
aia_lev1_193a_2012_08_24t00_00_06_84z_image_lev1.fits,2012-08-24 00:00:06+00:00,193a,1216740,2012-08-24 00:00:05+00:00,0 days 00:00:01
aia_lev1_193a_2011_04_12t00_00_07_84z_image_lev1.fits,2011-04-12 00:00:07+00:00,193a,498240,2011-04-12 00:00:08+00:00,0 days 00:00:01
aia_lev1_211a_2011_04_18t00_00_00_64z_image_lev1.fits,2011-04-18 00:00:00+00:00,211a,506880,2011-04-18 00:00:10+00:00,0 days 00:00:10
aia_lev1_193a_2012_09_26t00_00_06_84z_image_lev1.fits,2012-09-26 00:00:06+00:00,193a,1264260,2012-09-26 00:00:14+00:00,0 days 00:00:08
aia_lev1_193a_2011_02_26t00_00_07_84z_image_lev1.fits,2011-02-26 00:00:07+00:00,193a,433440,2011-02-26 00:00:05+00:00,0 days 00:00:02
aia_lev1_171a_2012_03_31t00_00_00_34z_image_lev1.fits,2012-03-31 00:00:00+00:00,171a,1008000,2012-03-31 00:00:10+00:00,0 days 00:00:10
aia_lev1_304a_2012_04_17t00_00_08_12z_image_lev1.fits,2012-04-17 00:00:08+00:00,304a,1032480,2012-04-17 00:00:05+00:00,0 days 00:00:03
aia_lev1_171a_2012_04_19t00_00_00_34z_image_lev1.fits,2012-04-19 00:00:00+00:00,171a,1035360,2012-04-19 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_04_12t00_00_07_84z_image_lev1.fits,2012-04-12 00:00:07+00:00,193a,1025280,2012-04-12 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2012_05_11t00_00_07_84z_image_lev1.fits,2012-05-11 00:00:07+00:00,193a,1067040,2012-05-11 00:00:11+00:00,0 days 00:00:04
aia_lev1_171a_2012_12_09t00_00_11_34z_image_lev1.fits,2012-12-09 00:00:11+00:00,171a,1370520,2012-12-09 00:00:13+00:00,0 days 00:00:02
aia_lev1_304a_2012_05_16t00_00_08_12z_image_lev1.fits,2012-05-16 00:00:08+00:00,304a,1074240,2012-05-16 00:00:12+00:00,0 days 00:00:04
aia_lev1_171a_2012_09_12t00_00_11_35z_image_lev1.fits,2012-09-12 00:00:11+00:00,171a,1244100,2012-09-12 00:00:10+00:00,0 days 00:00:01
aia_lev1_171a_2012_03_25t00_00_00_35z_image_lev1.fits,2012-03-25 00:00:00+00:00,171a,999360,2012-03-25 00:00:09+00:00,0 days 00:00:09
aia_lev1_304a_2011_06_08t00_00_08_12z_image_lev1.fits,2011-06-08 00:00:08+00:00,304a,580320,2011-06-08 00:00:12+00:00,0 days 00:00:04
aia_lev1_193a_2012_06_07t00_00_07_84z_image_lev1.fits,2012-06-07 00:00:07+00:00,193a,1105920,2012-06-07 00:00:08+00:00,0 days 00:00:01
aia_lev1_193a_2012_03_14t00_00_07_84z_image_lev1.fits,2012-03-14 00:00:07+00:00,193a,983520,2012-03-14 00:00:00+00:00,0 days 00:00:07
aia_lev1_304a_2011_03_16t00_00_08_12z_image_lev1.fits,2011-03-16 00:00:08+00:00,304a,459360,2011-03-16 00:00:10+00:00,0 days 00:00:02
aia_lev1_171a_2011_05_19t00_00_00_34z_image_lev1.fits,2011-05-19 00:00:00+00:00,171a,551520,2011-05-19 00:00:07+00:00,0 days 00:00:07
aia_lev1_171a_2012_05_31t00_00_00_35z_image_lev1.fits,2012-05-31 00:00:00+00:00,171a,1095840,2012-05-31 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2012_05_14t00_00_07_84z_image_lev1.fits,2012-05-14 00:00:07+00:00,193a,1071360,2012-05-14 00:00:12+00:00,0 days 00:00:05
aia_lev1_304a_2012_08_17t00_00_07_12z_image_lev1.fits,2012-08-17 00:00:07+00:00,304a,1206660,2012-08-17 00:00:13+00:00,0 days 00:00:06
aia_lev1_193a_2011_02_28t00_00_07_84z_image_lev1.fits,2011-02-28 00:00:07+00:00,193a,436320,2011-02-28 00:00:06+00:00,0 days 00:00:01
aia_lev1_304a_2012_11_17t00_00_07_12z_image_lev1.fits,2012-11-17 00:00:07+00:00,304a,1338840,2012-11-17 00:00:07+00:00,0 days 00:00:00
aia_lev1_193a_2011_06_19t00_00_07_84z_image_lev1.fits,2011-06-19 00:00:07+00:00,193a,596160,2011-06-19 00:00:05+00:00,0 days 00:00:02
aia_lev1_304a_2012_09_11t00_00_07_12z_image_lev1.fits,2012-09-11 00:00:07+00:00,304a,1242660,2012-09-11 00:00:10+00:00,0 days 00:00:03
aia_lev1_193a_2012_11_01t00_00_06_84z_image_lev1.fits,2012-11-01 00:00:06+00:00,193a,1315800,2012-11-01 00:00:13+00:00,0 days 00:00:07
aia_lev1_304a_2011_05_14t00_00_08_12z_image_lev1.fits,2011-05-14 00:00:08+00:00,304a,544320,2011-05-14 00:00:06+00:00,0 days 00:00:02
aia_lev1_171a_2012_09_10t00_00_11_34z_image_lev1.fits,2012-09-10 00:00:11+00:00,171a,1241220,2012-09-10 00:00:09+00:00,0 days 00:00:02
aia_lev1_211a_2011_02_21t00_00_00_62z_image_lev1.fits,2011-02-21 00:00:00+00:00,211a,426240,2011-02-21 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2011_01_12t00_00_08_12z_image_lev1.fits,2011-01-12 00:00:08+00:00,304a,368640,2011-01-12 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2011_06_22t00_00_08_12z_image_lev1.fits,2011-06-22 00:00:08+00:00,304a,600480,2011-06-22 00:00:05+00:00,0 days 00:00:03
aia_lev1_171a_2012_06_02t00_00_00_34z_image_lev1.fits,2012-06-02 00:00:00+00:00,171a,1098720,2012-06-02 00:00:06+00:00,0 days 00:00:06
aia_lev1_193a_2011_03_28t00_00_07_84z_image_lev1.fits,2011-03-28 00:00:07+00:00,193a,476640,2011-03-28 00:00:14+00:00,0 days 00:00:07
aia_lev1_193a_2011_04_15t00_00_08_93z_image_lev1.fits,2011-04-15 00:00:08+00:00,193a,502560,2011-04-15 00:00:09+00:00,0 days 00:00:01
aia_lev1_304a_2012_06_06t00_00_02_12z_image_lev1.fits,2012-06-06 00:00:02+00:00,304a,1104480,2012-06-06 00:00:07+00:00,0 days 00:00:05
aia_lev1_171a_2011_04_05t00_00_00_34z_image_lev1.fits,2011-04-05 00:00:00+00:00,171a,488160,2011-04-05 00:00:06+00:00,0 days 00:00:06
aia_lev1_211a_2011_04_28t00_00_00_62z_image_lev1.fits,2011-04-28 00:00:00+00:00,211a,521280,2011-04-28 00:00:12+00:00,0 days 00:00:12
aia_lev1_193a_2011_03_10t00_00_09_82z_image_lev1.fits,2011-03-10 00:00:09+00:00,193a,450720,2011-03-10 00:00:08+00:00,0 days 00:00:01
aia_lev1_304a_2012_04_23t00_00_08_12z_image_lev1.fits,2012-04-23 00:00:08+00:00,304a,1041120,2012-04-23 00:00:07+00:00,0 days 00:00:01
aia_lev1_171a_2012_03_29t00_00_00_34z_image_lev1.fits,2012-03-29 00:00:00+00:00,171a,1005120,2012-03-29 00:00:10+00:00,0 days 00:00:10
aia_lev1_171a_2012_08_26t00_00_11_34z_image_lev1.fits,2012-08-26 00:00:11+00:00,171a,1219620,2012-08-26 00:00:06+00:00,0 days 00:00:05
aia_lev1_171a_2012_08_30t00_00_11_34z_image_lev1.fits,2012-08-30 00:00:11+00:00,171a,1225380,2012-08-30 00:00:06+00:00,0 days 00:00:05
aia_lev1_211a_2011_02_17t00_00_00_62z_image_lev1.fits,2011-02-17 00:00:00+00:00,211a,420480,2011-02-17 00:00:13+00:00,0 days 00:00:13
aia_lev1_193a_2012_04_21t00_00_07_84z_image_lev1.fits,2012-04-21 00:00:07+00:00,193a,1038240,2012-04-21 00:00:06+00:00,0 days 00:00:01
aia_lev1_211a_2011_04_11t00_00_00_62z_image_lev1.fits,2011-04-11 00:00:00+00:00,211a,496800,2011-04-11 00:00:08+00:00,0 days 00:00:08
aia_lev1_211a_2011_04_14t00_00_00_62z_image_lev1.fits,2011-04-14 00:00:00+00:00,211a,501120,2011-04-14 00:00:09+00:00,0 days 00:00:09
aia_lev1_171a_2011_05_13t00_00_00_35z_image_lev1.fits,2011-05-13 00:00:00+00:00,171a,542880,2011-05-13 00:00:06+00:00,0 days 00:00:06
aia_lev1_171a_2012_05_24t00_00_00_34z_image_lev1.fits,2012-05-24 00:00:00+00:00,171a,1085760,2012-05-24 00:00:14+00:00,0 days 00:00:14
aia_lev1_304a_2011_02_19t00_00_08_12z_image_lev1.fits,2011-02-19 00:00:08+00:00,304a,423360,2011-02-19 00:00:13+00:00,0 days 00:00:05
aia_lev1_304a_2012_09_29t00_00_07_12z_image_lev1.fits,2012-09-29 00:00:07+00:00,304a,1268580,2012-09-29 00:00:05+00:00,0 days 00:00:02
